Complexity_level,text
L-RF,Rightclick and open this link in a new window httpshumanbiodigitalcomwidgetbe2mfZampcamera17572174492199701683746854021509630161ampinitialtrueamploadrotate15ampuiinfotrueampuifullscreenfalseampuizoomtrueampuisharefalseampuaid3QUzI Linkhttpshumanbiodigitalcomwidgetbe2mfZampcamera17572174492199701683746854021509630161ampinitialtrueamploadrotate15ampuiinfotrueampuifullscreenfalseampuizoomtrueampuisharefalseampuaid3QUzI
L-RF, What evidence is shown that the veins are one of the most important body parts in the human bodyhttpswwwbrainpopcomsearchkeywordveins Linkhttpswwwbrainpopcomsearchkeywordveins
L-RF,  how do the veins work with joints and your brain And why do the veins work with yor brain httpswwwyoutubecomwatchvsI6yXy3u2sI LinkhttpswwwyoutubecomwatchvsI6yXy3u2sI Image  httpsencryptedtbn0gstaticcomimagesqtbnANd9GcRFEZbG1mGrApiCkoiF5aGPNVoet9lqKUsg0bYR6n1fj2ODAs
L-RF,Sophia you should try this brainpop on the dreams maybe it could help you find more evidence on you theory Here is the websightfor the videohttpswwwbrainpopcomscienceecologyandbehaviordreams Linkhttpswwwbrainpopcomscienceecologyandbehaviordreams
L-RF,httpsdocsgooglecompresentationd1lQgzofZpyQxdbM9AhCppJ9Cy0xB9K8equ8ITZrKiKu8editslideidg4d7f9be6b400 Linkhttpsdocsgooglecompresentationd1lQgzofZpyQxdbM9AhCppJ9Cy0xB9K8equ8ITZrKiKu8editslideidg4d7f9be6b400
L-RF,DO NOT EDIT httpscollectionsfollettsoftwarecomcollection5c51e65c9600a30011c1f251 Linkhttpscollectionsfollettsoftwarecomcollection5c51e65c9600a30011c1f251 BrainPop for Diseases Viruses Injuries and Conditions httpswwwbrainpopcomhealthdiseasesinjuriesandconditions
L-RF,more info on how the body pumps bloodhttpswwwyoutubecomwatchvruM4Xxhx32U
L-RF,httpswwwbrainpopcomscienceecologyandbehaviorsleep Linkhttpswwwbrainpopcomscienceecologyandbehaviorsleep httpswwwbrainpopcomscienceecologyandbehaviordreams Linkhttpswwwbrainpopcomscienceecologyandbehaviordreams Hey guys Check out these brain pops They have a lot of good imformation and a good start
L-RF,httpswwwbrainpopcomhealthgeneticsgrowthanddevelopmentgenetics httpswwwbrainpopcomhealthgeneticsgrowthanddevelopmentdna Linkhttpswwwbrainpopcomhealthgeneticsgrowthanddevelopmentdna 
L-RF,why do we need bloodhttpskidshealthorgenteensbloodhtml Linkhttpskidshealthorgenteensbloodhtml
L-RF,httpsdocsgooglecompresentationd1u4HZv9wY3EmJjUOwKUDd8Pv5ZGxmI2W359JKnwH1Eedituspsharing Linkhttpsdocsgooglecompresentationd1u4HZv9wY3EmJjUOwKUDd8Pv5ZGxmI2W359JKnwH1Eedituspsharing if you have new information for us please build on
L-RF,httpsdocsgooglecompresentationd1gvT9QFQM5pyYfFpxpYEjUsNFBMUUU8kdMH0jDTQlrpEedituspsharing Linkhttpsdocsgooglecompresentationd1gvT9QFQM5pyYfFpxpYEjUsNFBMUUU8kdMH0jDTQlrpEedituspsharing
L-RF,httpswwwsciencedailycomreleases201607160718132646htm Linkhttpswwwsciencedailycomreleases201607160718132646htm heres a great link
L-RF,httpsdocsgooglecomdocumentd1zQ21EIwxda5xhvUl93teqdr89rBTJfod7s0EPFN4FQedituspsharing Linkhttpsdocsgooglecomdocumentd1zQ21EIwxda5xhvUl93teqdr89rBTJfod7s0EPFN4FQedituspsharing
L-RF,httpsdocsgooglecompresentationd1URw5nMXY4NWaHRdiGNqkFrCbngw7OB22arHMs5s0editslideidg4fa855308305 Linkhttpsdocsgooglecompresentationd1URw5nMXY4NWaHRdiGNqkFrCbngw7OB22arHMs5s0editslideidg4fa855308305
L-RF,httpswwwbrainpopcomhealthbodysystemsbrain
L-RF,here are a few videos and a book to watch httpswwwbrainpopcomhealthbodysystemsmuscles Linkhttpswwwbrainpopcomhealthbodysystemsmuscles httpsguilderlandfollettdestinycomcatalogingservletpresenttitledetailformdositeTypeID2ampsiteIDampincludeLibrarytrueampincludeMediafalseampmediaSiteIDampbibID46834ampwalkerID1548 LinkhttpsguilderlandfollettdestinycomcatalogingservletpresenttitledetailformdositeTypeID2ampsiteIDampincludeLibrarytrueampincludeMediafalseampmediaSiteIDampbibID46834ampwalkerID1548859272053 httpswwwyoutubecomwatchvC6u0u59UDc LinkhttpswwwyoutubecomwatchvC6u0u59UDc httpswwwbrainpopcomhealthbodysystemsskeleton Linkhttpswwwbrainpopcomhealthbodysystemsskeleton
L-RF,httpsdocsgooglecompresentationd19ADSdAjwOCymphvqds1kovMimYxQTEcHdd0kz0HC7Iedituspsharing Linkhttpsdocsgooglecompresentationd19ADSdAjwOCymphvqds1kovMimYxQTEcHdd0kz0HC7Iedituspsharing
L-RF,httpsdocsgooglecompresentationd1URw5nMXY4NWaHRdiGNqkFrCbngw7OB22arHMs5s0edituspsharing Linkhttpsdocsgooglecompresentationd1URw5nMXY4NWaHRdiGNqkFrCbngw7OB22arHMs5s0edituspsharing
L-RF,httpsdocsgooglecompresentationd1L8Q1x4lH1kVstxRFQCSi7da3vbEaVnSSIrHrEkDmOp8edituspsharing Linkhttpsdocsgooglecompresentationd1L8Q1x4lH1kVstxRFQCSi7da3vbEaVnSSIrHrEkDmOp8edituspsharing
L-RF,httpsdocsgooglecompresentationd1EIlU9Z7maP9aUtNLpkIk5bNtKlXcy6LeWI8qA1UDcZIeditslideidp Linkhttpsdocsgooglecompresentationd1EIlU9Z7maP9aUtNLpkIk5bNtKlXcy6LeWI8qA1UDcZIeditslideidp you can edit it
L-RF,Click on this link to go to a brain pop video about the brainhttpswwwbrainpopcomhealthbodysystemsbrain
L-RF,Click on this link to go to a slide show about the brainhttpsdocsgooglecompresentationd1URw5nMXY4NWaHRdiGNqkFrCbngw7OB22arHMs5s0editslideidg4fa8553083010
L-RF,httpsdocsgooglecompresentationd1W3LJqX9Uqvbxs3kysdwxGMxs8zLKv9ChoqdgjnOMGE4edituspsharing Linkhttpsdocsgooglecompresentationd1W3LJqX9Uqvbxs3kysdwxGMxs8zLKv9ChoqdgjnOMGE4edituspsharing
L-RF,httpsdocsgooglecomdocumentd12O5w2Toa4HML57dDNoB48InJcFJRj0lsiUvclHrR9cedituspsharing Linkhttpsdocsgooglecomdocumentd12O5w2Toa4HML57dDNoB48InJcFJRj0lsiUvclHrR9cedituspsharing
L-RF,httpsdocsgooglecomdrawingsd1xFjXJzkV9RUwpnp350yD41vh7yQWWk1AeF77uEeg Linkhttpsdocsgooglecomdrawingsd1xFjXJzkV9RUwpnp350yD41vh7yQWWk1AeF77uEeg this is a water molecule drawing by ME Please do not edit it
L-RF,httpswwwgooglecomsearchqwheredoeswatercomefromamprlz1CAKABJenUS835ampsourcelnmsamptbmischampsaXampved0ahUKEwikjY235jiAhWFMd8KHdqeDh4QAUIDygCampbiw1517ampbih694ampsafeactiveampssuionimgrcJTVTQzcenYBYM Linkhttpswwwgooglecomsearchqwheredoeswatercomefromamprlz1CAKABJenUS835ampsourcelnmsamptbmischampsaXampved0ahUKEwikjY235jiAhWFMd8KHdqeDh4QAUIDygCampbiw1517ampbih694ampsafeactiveampssuionimgrcJTVTQzcenYBYM
L-RF,httpswwwgooglecomsearchqcouldhumanscreatewateramprlz1CAKABJenUS835ampoqcouldampaqschrome069i59j69i57j0l47415j1j7ampsourceidchromeampieUTF8ampsafeactiveampssuion Linkhttpswwwgooglecomsearchqcouldhumanscreatewateramprlz1CAKABJenUS835ampoqcouldampaqschrome069i59j69i57j0l47415j1j7ampsourceidchromeampieUTF8ampsafeactiveampssuion
L-RF,httpsdocsgooglecomdocumentd10TP0lqNmjOp5hSsYFBLVOd6KHh7K4BPCPB5EGJd8Aedit Linkhttpsdocsgooglecomdocumentd10TP0lqNmjOp5hSsYFBLVOd6KHh7K4BPCPB5EGJd8Aedit
L-RF,httpswwwtownofbethlehemorgDocumentCenterView4299BethlehemWaterSuppliesTreatment21214bidId LinkhttpswwwtownofbethlehemorgDocumentCenterView4299BethlehemWaterSuppliesTreatment21214bidId watch this link for this queston why do people have to spend money for water
L-RS, Global warming also referred to as climate change is the observed centuryscale rise in the average temperature of the Earths climate system and its related effects Multiple lines of scientific evidence show that the climate system is warming   httpsenwikipediaorgwikiGlobalwarming LinkhttpsenwikipediaorgwikiGlobalwarming 
L-RS,  I read on World Almanac that briophytes are actually a type of moss However I read on wikipedia that briophytes are a plant Is it both    which is true or are both true Why What makes something a plant or a moss  Briophytes dont grow seeds httpwakinfobaselearningcomplantsseedlessplantsdiversityofmossesaspxqHLbryophytes
L-RS,also bryophyte is a small green plantmoss and it does not grow flowers either seedshttpswwwgooglecomsearcheivzCyW5iKKKSwQbTkabICQampqbryophytesevo
L-RS,i found out that there are over 1 thousand speices of moss here is a link for a moss website httpswonderopolisorgwonderallaboutmoss Linkhttpswonderopolisorgwonderallaboutmoss
L-RS,I know that genetics makes you look like who you are But why does it matter My theory is that without DNA you wouldnt look like anyone cause you share a little bit of DNA with your parents Link paste it httpswwwbrainpopcomhealthgeneticsgrowthanddevelopmentdna Linkhttpswwwbrainpopcomhealthgeneticsgrowthanddevelopmentdna
L-RS,Did you know that Wolfgang Amadeus Mozart Had tourettes what about Samuel click here Johnson httpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtml Linkhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtmlhttpwwwhoagiesgiftedorgericfactfamoushtml
L-RS,   that I have learned is that your heart gets smaller because your heart pumps bloodand in space you dont need that much blood to be pumped since you are just floating On Earth you need the blood to be pumped to be able to moveI got this information fromhttpsedtedcomfeaturedQS6sEKzz
L-RS,Eyes The human eyeball about 1 inch  25 centimeters The eye can see in bright light and in dim light But it cannot see when there is no light at all The eye changes these rays into electrical and chemical signals The signals are then sent to the brain Six muscles move the eye in different directions i find this information in httpswwwworldbookonlinecomwbdiscoverarticleidar830862ampsteyes
L-RS,The circulatory system of the lungfish is similer to most fish and maybe humans Its heart does the same thing that the humans do but it goes to the gills of the fish Plus each and every lungfish has different blood volume and preasure Of the small number of species of fish used in studies of the circulation only a few have been investigated extensively These include hagfish dogfish skate ratfish Port Jackson shark trout salmon carp tench cod lingcod eel and lungfish The data have been collected using a variety of techniques under a variety of conditions In some instances the fish were not intact and were either out of water restrained or anesthetized in other experiments the recordings were obtained from intact unanesthetized and relatively unrestrained fish The circulatory system is of necessity very responsive to changes in the environment the credits are from httpswwwsciencedirectcomsciencearticlepiiS1546509808601296 LinkhttpswwwsciencedirectcomsciencearticlepiiS1546509808601296 And I also used google scholar to find this info
L-RS,httpswwwbrainpopcomhealthbodysystemsmuscles Linkhttpswwwbrainpopcomhealthbodysystemsmuscles this is a brainpop on muscles and it says the the heart is a involuntary muscles so we ant flex it but voluntary muscles are the one yu can flex
L-RS,Evolution is the change that eventually happens over millions of years to better adapt to a habitat or environment change For example in the beginning of the world all the life was simply a few cells floation in the ocean Then they eventually adapted to ocean life by taking on the form of a axolotllike fishlizard Then they grew legs and lungs and came to land as an early form of lizards These adapted into dinosaurs Dinosaurs went extinct but many species of moles and mice These adapted into other animals and those animals adapted and that is how evolution basically works Here is a link to my slideshow I hope you enjoy it and learn from it It is for the Symposium so please do not write anything in it or delete anything Thank youhttpsdocsgooglecompresentationd1JrYC1Bpb6lbg9AJ1o22qPt2gzPHJ0h0h9U5ZzL8eMUeditslideidg5537d7c92f05 Linkhttpsdocsgooglecompresentationd1JrYC1Bpb6lbg9AJ1o22qPt2gzPHJ0h0h9U5ZzL8eMUeditslideidg5537d7c92f05 
L-RS,This includes the forms of AIDS Alzhiemers Disease Avian Flu Cancer Chickenpox Depression Ebola Flu Flu Vaccine and more BrainPop helped made this possible Here is the link httpscollectionsfollettsoftwarecomcollection5c51e65c9600a30011c1f251 Linkhttpscollectionsfollettsoftwarecomcollection5c51e65c9600a30011c1f251 To BrainPop httpswwwbrainpopcomhealthdiseasesinjuriesandconditions Linkhttpswwwbrainpopcomhealthdiseasesinjuriesandconditions
L-RS,I know that the earth will always have about the same amount of water But we can make water dirty so we cant use it again until we purify it In Africa one of the main water sources is lake chad but it has been shrinking here is a link to a picture of lake chads water supply httpsdocsgooglecomdocumentd1kg6WlPNueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcUedit Linkhttpsdocsgooglecomdocumentd1kg6WlPNueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcUedit
L-RS,1 Water Watch Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5ce05049747d9e5f35df59c11Untitled copyjpeg Livemapping and animation of streamflow in the US gthttpswaterwatchusgsgovindexphpmwwmaps Linkhttpswaterwatchusgsgovindexphpmwwmaps Select the beginning date ending date and interval days click Go 2How to make water from hydrogen and oxygen  Why cant we just make water httpswwwthoughtcocommakingwaterfromhydrogenandoxygen4021101 Linkhttpswwwthoughtcocommakingwaterfromhydrogenandoxygen4021101 3Desalination httpswwwusgsgovspecialtopicwaterscienceschoolsciencedesalinationqtsciencecenterobjects0qtsciencecenterobjects Linkhttpswwwusgsgovspecialtopicwaterscienceschoolsciencedesalinationqtsciencecenterobjects0qtsciencecenterobjects 4How glaciers change the world httpswwwyoutubecomwatchvW1InAfn7am0 LinkhttpswwwyoutubecomwatchvW1InAfn7am0 Lots of rivers flow out of glaciers Lots of people plants and animals need water from those rivers And some scientists and engineers have worked together to use the energy from melting glaciers to generate electricity But we dont want them to melt too much As more glacier water melts and flows to the ocean the sea level gets higher which can create a lot of problems 5Why cant we drink the ocean httpswwwyoutubecomwatchvuPyr0JrTmpo LinkhttpswwwyoutubecomwatchvuPyr0JrTmpo The main thing your kidneys do is to make urine otherwise known as pee If you have too much salt in your body your kidneys move some of it into your urine and then you just pee it out  pee was already mentioned by Sophia in her ITM note although she hasnt talked about kidney yet 6Where does water come from httpswwwyoutubecomwatchvR0K7VKkksyc LinkhttpswwwyoutubecomwatchvR0K7VKkksyc 7 How does water get to your house httpswwwyoutubecomwatchvcGi4PugN4qY LinkhttpswwwyoutubecomwatchvcGi4PugN4qY 8 Mapping OverallWater Risk in the World These maps show where waterrelated risks are most severe httpswwwwriorgapplicationsmapsaqueductatlasx7629ampy3583ampsws2028camptwaterriskampwdefampg0ampiBWS16WSV4SV2HFO4DRO4STOR8GW8WRI4ECOS2MC4WCG8ECOV2amptrind1prj1ampl5ampbterrainampmgroup Linkhttpswwwwriorgapplicationsmapsaqueductatlasx7629ampy3583ampsws2028camptwaterriskampwdefampg0ampiBWS16WSV4SV2HFO4DRO4STOR8GW8WRI4ECOS2MC4WCG8ECOV2amptrind1prj1ampl5ampbterrainampmgroup 9 Waterquality changes in the Nations streams and rivers httpsnawqatrendswimusgsgovswtrends Linkhttpsnawqatrendswimusgsgovswtrends
L-RS,   if you left something in soda for two weeks and if you left that same thing in water for two weeks what would be the difference   is that the one left in soda would be damaged while the one in the water would be perfectly fine httpsglensummitspringwatercomthegreatspringwatervssodadebatefromglensummitspring Linkhttpsglensummitspringwatercomthegreatspringwatervssodadebatefromglensummitspring This link is a article about results of drinking water vs the results of drinking soda
L-RF,"codeCLICK Linkhttpswwwlivesciencecom51720photosynthesishtml
codecode M Linkhttpswwwlivesciencecom51720photosynthesishtml
codecodeE Linkhttpswwwlivesciencecom51720photosynthesishtml
codecode PLZ Linkhttpswwwlivesciencecom51720photosynthesishtml
or dontcode"
L-RF,"1
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bad7663502a7223616cc23b1treejpg
usually trees i see outside are like picture onei
went outside and saw different tree that looked like picture two
2
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bad802e502a7223616cc24e1SnakeLikeTreeBarkjpg
old trees have different barks may be because when they get old they have wrikles like old peoples skin young trees have no wrinkles like young people"
L-RF,"also bryophyte is a small green plantmoss and it does not grow flowers either
seedshttpswwwgooglecomsearcheivzCyW5iKKKSwQbTkabICQampqbryophytesevo"
L-RF,CLICK ME PLZ LinkhttpswwwgooglecomsearchqpictureofplantlifecyclephotosynthesisampampsaXampampbiw1366ampampbih610ampamptbmischampampsourceiuampampictx1ampampfirdeKWHQNqh6RmMM253A252CXUlJBMoipfV6mM252CampampusgAI4kQWXeur8FHo81620Xdjbn6HsOfGQampampved2ahUKEwjnsJXo55XfAhXImeAKHQo9AmsQ9QEwAXoECAAQBgampampsafeactiveampampssuionimgrcT66xTHZKOY6wJM
L-RF,"Heres A Diagram Of A Leaf
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c055616c0c1561fdba7062f1Screenshot 20181203 at 110826 AMpng"
L-RF,"heres a photo and video on photosynthesis do a 2 finger click on the link to open video
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c09382bc0c1561fdba71bfe1Screenshot 20181119 at 101912 AMpng
httpswwwteachertubecomvideophotosynthesis62625utmsourcegoogle Linkhttpswwwteachertubecomvideophotosynthesis62625utmsourcegoogle"
L-RF,Hey Timmy WASSUP I found a website that can help you about the pine bush cyotes thing here it is CLICK ME Linkhttpwwwalbanypinebushorgdiscoverycenter
L-RF,"httpsdocsgooglecompresentationd1dJw8nNhEDyrYR31IRKGoLm96RAIapvWFUB23r71KKgkeditslideidp Linkhttpsdocsgooglecompresentationd1dJw8nNhEDyrYR31IRKGoLm96RAIapvWFUB23r71KKgkeditslideidp
Heres A Link To A Presentation On What Ants Eat And Drink"
L-RF,"httpswwwsitesextvteduvirtualforestmodulesphotohtml Linkhttpswwwsitesextvteduvirtualforestmodulesphotohtml
do a 2 finger click or left click on a mouse and click open new link tap at the top"
L-RF,"httpswwwsitesextvteduvirtualforestmodulesphotohtml Linkhttpswwwsitesextvteduvirtualforestmodulesphotohtml
heres a new link same thing on how to open it do a 2 finger click and hit open ink to new tab"
L-RF,"httpswwwworldbookonlinecomwbdiscovermediaidlr000368 Linkhttpswwwworldbookonlinecomwbdiscovermediaidlr000368
Click on the link above"
L-RF,"i found out that there are over 1 thousand speices of moss
here is a link for a moss website
httpswonderopolisorgwonderallaboutmoss Linkhttpswonderopolisorgwonderallaboutmoss"
L-RF,"Ive noticesd that stars are made out of fire and they need oxgen but in space there is no oxgen so how do they burn
    missing link   
Image  httpskf6ritalbanyedumanualassetskf4imagesiconnoteunreadothrgif
missing link Linkcontribution
by missing authors     
    missing link   is that the fire there burns on gas "
L-RF,"Ilhaam  there is a great video on prescribed burns on the Discovery Center website Linkhttpwwwalbanypinebushorgconservationecosystemrestorationandmanagementfiremanagement
"
L-RF,"Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bb1734a502a7223616cc7ab1tree root depthjpg
by james urban this picture"
L-RF,"Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bc4babefbfdfb5f823478781Ants S vs P1 gif
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bc4c3b5fbfdfb5f823478f41ants 2gif"
L-RF,"Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bcde1f2e196dc4872d2cc281trevor science 1jpeg
this is the orangesbefore they turned completely fuzzy

Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bcde645e196dc4872d2ce851Trevor 5KSciencephoto2jpeg
this is the oranges after they turned completely fuzzy"
L-RF,"Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bf2d4c47e20b918b8c610111Screenshot 20181119 at 101912 AMpng
here hopeflly this can help you more understand"
L-RF,Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bf2d5ce7e20b918b8c6102e1Screenshot 20181119 at 102443 AMpng
L-RF,Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bf2d7457e20b918b8c610971Screenshot 20181119 at 102443 AMpng
L-RF,Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5bf2d8b57e20b918b8c610ec1blob
L-RF,Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c0e851fc0c1561fdba7275d1IMG20181210102334jpg
L-RF,Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c0e8632c0c1561fdba727b51Screenshot 20181210 at 102753 AMpng
L-RF,"Image  httpswwwthoughtcocomthmb18Yk9cnMdycTUZyiKv43xnxjY805x743filtersnoupscalemaxbytes150000stripiccformatwebpleafmargin56af612d3df78cf772c3b94aJPG
Image  httpswwwthoughtcocomthmbhhne5FrnlpL1pXXwTxqnl9n7s379x321filtersnoupscalemaxbytes150000stripiccformatwebpleafveins56af61313df78cf772c3b95eJPG
Image  httpswwwthoughtcocomthmb4QD3f2HCWcertk3bGobdjYg789x465filtersnoupscalemaxbytes150000stripiccformatwebpleafshape56af60e83df78cf772c3b710JPG"
L-RF,"Image  httpswwwthoughtcocomthmbityUagXaJPvtQzWBjm13hETAE1500x1000filtersnoupscalemaxbytes150000stripiccformatwebppartsofaleaf56abaed23df78cf772b5625ajpg
Image  httpswwwthoughtcocomthmbCiMGO8dAbMqGGhUohviNlNbuo1500x1000filtersnoupscalemaxbytes150000stripiccformatwebpleafcrossection57bf24a83df78cc16e1f29fdjpg"
L-RF,"pictures
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c096c7ac0c1561fdba71ee91blob
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c096ca5c0c1561fdba71f041Screenshot 20181206 at 13144 PMpng
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c096cb8c0c1561fdba71f0b1Screenshot 20181206 at 13300 PMpng
Image  httpskf6ritalbanyeduattachments5b87586745b8a02554df72de5c096cd2c0c1561fdba71f121Screenshot 20181206 at 13447 PMpng"
L-RF,science docsGoogle Docs Linkhttpsdocsgooglecomdocumentd1KMPFza56WmIRLb78HBKeAhibDHOqJfEZatHjPR7cPEedituspsharing
L-RF,"httpsdocsgooglecomdrawingsd1xFjXJzkV9RUwpnp350yD41vh7yQWWk1AeF77uEeg Linkhttpsdocsgooglecomdrawingsd1xFjXJzkV9RUwpnp350yD41vh7yQWWk1AeF77uEeg
this is a water molecule drawing by ME Please do not edit it"
L-RF,hey tyler a shorter word for water is H2O
L-RF,Image  httpsistackimgurcomuN7S1jpg
L-RF,"httpswwwtownofbethlehemorgDocumentCenterView4299BethlehemWaterSuppliesTreatment21214bidId LinkhttpswwwtownofbethlehemorgDocumentCenterView4299BethlehemWaterSuppliesTreatment21214bidId
watch this link for this queston why do people have to spend money for water"
L-RS,"I know that the earth will always have about the same amount of water But we can make water dirty so we cant use it again until we purify it In Africa one of the main water sources is lake chad but it has been shrinking here is a link to a picture of lake chads water supply
httpsdocsgooglecomdocumentd1kg6WlPNueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcUedit Linkhttpsdocsgooglecomdocumentd1kg6WlPNueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcUedit"
